,label,title,description,generated_description
7057,3,America West Backs Away From ATA Bid,"America West Airlines backed away Thursday from a potential bidding war for bankrupt ATA Airlines, paving the way for AirTran to take over ATA operations.","America West Inc. (ATA) has backed away from a bid to buy the American Express (ATA) airline, saying it will not be able to compete with the ATA."
7058,1,Blast Targets Baghdad Checkpoint Near Allawi HQ (Reuters),"Reuters - A car bomb that exploded near the\headquarters of Iraqi Prime Minister Iyad Allawi's party in\western Baghdad on Monday targeted a police checkpoint at the\entrance to the road leading to the building, witnesses said.","Reuters - A bomb exploded near a checkpoint in Baghdad, killing at least two people and wounding at least three others, the Iraqi military said on Tuesday."
7059,4,Summary Box: Breast Cancer Surgery Refined (AP),AP - NEW APPROACH: A study says that removing just one to three key lymph nodes can spare women lifelong arm problems and reliably indicate whether breast cancer has spread.,"AP - The first breast cancer surgery in the United States has been refined, but the results are still not quite as good as they were last year."
7060,4,Study: Wild Monkeys Resort to Use of Tools (AP),"AP - Wild South American monkeys routinely use fist-sized rocks to crack open seeds and to dig in dry Brazilian soil for grubs and edible tubers, researchers report in the journal Science.","AP - Wild monkeys are a popular way to get around the world, but they also use tools to get around."
7061,3,"Opel to cut payroll by 9,500",Opel gets by without layoffs. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.,"Opel Motor Co., the world #39;s largest automaker, said on Tuesday it will cut its payroll by 9,500 to cover the cost of a new plant in the United States."
7062,4,Injection Flaw Found in Browsers,Danish security research firm Secunia has reported a vulnerability that occurs in most browsers that can be exploited by hackers looking to spoof the content of Web sites.,A browser vulnerability that allows users to inject a file into a browser is found in the latest version of Firefox.
7063,1,Indian parties among most corrupt in world,"Washington: India is among the five countries in the world where political parties are seen by the general public as the most corrupt, according to a survey released by the Transparency International (TI).","The Indian government is among the world #39;s most corrupt political parties, according to a report released on Thursday."
7064,2,"Montgomerie, Woods, Furyk Tied at Target (AP)",AP - Colin Montgomerie was thrilled to get an invitation from Tiger Woods to play in his year-end tournament with 15 of the best players in golf. Even better was matching Woods' score.,"AP - The three-time champions of the NBA were tied at Target on Tuesday, but the two players were tied at the end of the season."
7065,1,Prime minister says Australia faces tough economic year in 2005 (AFP),"AFP - Prime Minister John Howard warned that Australia's strong dollar, high world oil prices and the lingering effects of prolonged drought would dampen the country's long-buoyant economy in 2005.","AFP - Australia's prime minister says the country faces a tough economic year in 2005, despite a strong economy."
7066,2,Knee Injury Sidelines Chiefs' Holmes (AP),AP - Kansas City Chiefs star running back Priest Holmes will miss the rest of the season with a knee injury.,"AP - A knee injury has sidelined the Chiefs' quarterback, who is expected to miss the rest of the season."
7067,4,Scammers Could Hijack Pop-Ups,Security researchers warned this week of a vulnerability in most Web browsers which could potentially allow scammers to launch phishing attacks from pop-up windows on trusted Web sites.,"SAN FRANCISCO (Reuters) - Scammers could hack into pop-up ads, a new study found."
7068,4,"Nextel, Sprint Talk Merger","Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions.","Sprint and Nextel have agreed to merge, announcing a merger of the two companies."
7069,2,Wizards' Kwame Brown Suspended One Game (AP),AP - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.,AP - The Wizards' Kwame Brown was suspended for one game after a scuffle with the team's coach on Monday.
7070,3,Premier swallows Bird #39;s custard,"Bird #39;s custard and Angel Delight are back in British hands after a 70m deal announced yesterday. The famous brands have been bought by Premier Foods, owner of Ambrosia custard and Rowntrees jelly, from the US food group Kraft.",Premier League coach John Terry said he was quot;shocked quot; by the decision to swallow the custard from his beloved bird.
7071,1,Coal Mine Blast in China Kills 33 (AP),"AP - A coal mine explosion in northern China killed 33 people in the latest disaster to strike the country's accident-prone mining industry, the official Xinhua News Agency reported Friday.","AP - A blast in a coal mine in China killed 33 people and injured more than a dozen others, officials said on Tuesday."
7072,2,NCAA Notifies Baylor,Baylor received its notice of allegations Thursday from the NCAA about infractions in its men's basketball program discovered after the death of player Patrick Dennehy.,"The NCAA has not yet released a statement on the status of Baylor, but the University of Florida announced that it will notify the school of its decision to drop the program."
7073,1,"It's Inauguration Time Again, and Access Still Has Its Price","President Bush's inaugural committee, seeking to raise more than \$40 million, a record, sent out hundreds of solicitations.","The Internet is back in full swing, and the price of the Internet is still a bit high."
7074,3,Germany's New Reality,"Undercut by vastly cheaper labor in neighboring Poland and by increasing global competition, the union at Adam Opel AG acceded to a plan by General Motors Corp. to cut 12,000 jobs throughout Europe.",Germany's new reality is that the German government has to make a big deal about the country's future.
7075,3,New Jobless Claims Increase; Import Prices Jump Higher,"In another report, import prices excluding petroleum posted the largest increase in 10 months, a possible early warning on inflation from the weaker dollar.","NEW YORK (Reuters) - New claims for unemployment and other jobless claims rose in the first quarter of this year, as import prices jumped higher."
7076,1,Miracle in mud!,"REAL: Philippine rescuers were yesterday frantically digging for more survivors after four people, including a toddler, were pulled alive from a building crushed by a landslide 11 days ago.","The mud in the mud is a miracle, and it's a miracle."
7077,1,Pakistan on back foot in four dayer (AFP),AFP - Pakistan was still struggling at lunch on the second day of their four-day tour match against Western Australia here despite claiming two wickets in the morning session.,"AFP - Pakistan's top cricketer, Ajay Khan, has backed his country in the four-day tour of the world."
7078,2,"Massachusetts 61, No. 7 Connecticut 59",Massachusetts made sure its first home game against a defending national champion was one to remember. The Minutemen stunned seventh-ranked Connecticut 61-59 on Rashaun Freeman #39;s layup with 4.3 seconds to play Thursday night.,"The Boston Red Sox won their first game of the season on Saturday, beating No. 7 Connecticut 59-59."
7079,1,"Mandela, Tutu and others support Annan","A group of high profile South Africans, including former president Nelson Mandela, has condemned attempts to force United Nations secretary-general Kofi Annan to resign.","The African Union #39;s president, Nelson Mandela, has backed the UN #39;s efforts to end the conflict in South Africa."
